un_stem list,total numbers
['laguna beach california'],1
['shot in the throat'],1
['improvised explosive device'],1
['crisis of conscience'],1
['eye gouging'],1
['white water rafting'],1
['rafting'],1
['talking robot'],1
['islington england'],1
['destruction of earth'],1
['bathrobe'],1
['based on radio show'],1
['police arrest'],1
['connecticut'],1
['people change'],1
['experiment gone wrong'],1
['pomp'],1
['armed robbery'],1
['jewel heist'],1
['tony blair'],1
['cautery'],1
['lasso'],1
['chess'],1
['crystal skull'],1
['masked hero'],1
['jade'],1
['broadway musical'],1
['funny nazi'],1
['criminal profile'],1
['retirement party'],1
['porcupine'],1
['beforecreditsstinger'],1
['construction'],1
['multiple dimensions'],1
['evil dictator'],1
['contortionist'],1
['fat man'],1
['technical toy'],1
['toy shop'],1
['mass grave'],1
['bosnia and herzegovina'],1
['marital infidelity'],1
['public toilet'],1
['do over'],1
['kennedy assassination'],1
['beauty standards'],1
['buddy film'],1
['kompliment'],1
['oberflächlichkeit'],1
['safety'],1
['silhouette'],1
['mercedes'],1
['black and white and color'],1
['indianapolis'],1
['french and indian war'],1
['prototype'],1
['jury'],1
['γη'],1
['mission control'],1
['havanna'],1
['proof'],1
['timothy'],1
['incredibile'],1
['dodgeball'],1
['passage of time'],1
['first kiss'],1
['client'],1
['schloss schönbrunn'],1
['czechoslovakia'],1
['big wheel'],1
['tangier morocco'],1
['renegade'],1
['yucatec maya language'],1
['ancient civilization'],1
['maya'],1
['jaguar'],1
['mohawk'],1
['seal'],1
['human cannonball'],1
['electric guitar'],1
['courtroom drama'],1
['kkk'],1
['synthetic drug'],1
['brain capacity'],1
['tough girl'],1
['video phone'],1
['hoverboard'],1
['high school dance'],1
['almanac'],1
['inferiority complex'],1
['naked scene'],1
['birdwatching'],1
['escaped prisoner'],1
['framed for a crime'],1
['diamond heist'],1
['jousting'],1
['eminem'],1
['rhyme battle'],1
['smart kid'],1
['female athlete'],1
['home front'],1
['valak'],1
['inferiority'],1
['brooklyn dodgers'],1
['recipe'],1
['autonomous shadow'],1
['vampire sex'],1
['correspondence'],1
['bestiality'],1
['religious conflict'],1
['rough sex'],1
['locomotive'],1
['railroad robber'],1
['riesen-ipod'],1
['young entrepreneur'],1
['entrepreneur'],1
['deposition'],1
['social network'],1
['creator'],1
['malcolm x'],1
['dungeon'],1
['eating brains'],1
['wallace & gromit'],1
['old town'],1
['verona italy'],1
['italian stereotype'],1
['boyfriend girlfriend'],1
['mistake'],1
['love of animals'],1
['shoe seller'],1
['job-hopping'],1
['giant vegetable'],1
['el paso'],1
['pest control'],1
['doping'],1
['silicon valley'],1
['ascot'],1
['state prison'],1
['sha-ka-ree'],1
['bottle'],1
['hemingway'],1
['wedding ceremony'],1
['mexican cartel'],1
['man eating plant'],1
['mafia accountant'],1
['flesh eating plant'],1
['plant food'],1
['skid row'],1
['killer plant'],1
['police surveillance'],1
['bus station'],1
['southwestern u.s.'],1
['stretch limousine'],1
['mounted animal head'],1
['loan officer'],1
['speaker phone'],1
['video wall'],1
['polar night'],1
['blood lust'],1
['what if'],1
['novelist'],1
['forever'],1
['obituary'],1
['sculpture'],1
['michael jackson'],1
['pond'],1
['head coach'],1
['immoderateness'],1
['lust and impulsiveness'],1
['reunited friends'],1
['divorced woman'],1
['dead wish'],1
['fitness-studio'],1
['pleite'],1
['defection'],1
['coaction'],1
['judgment'],1
['boy next door'],1
['superglue'],1
['mistaken for a special education student'],1
['tantra'],1
['public urination'],1
['nude man murdered'],1
['jazz age'],1
['prison matron'],1
['prawn'],1
['internment camp'],1
['body transformation'],1
['alien technology'],1
['interracial adoption'],1
['marriage counselling'],1
['renewing wedding vows'],1
['grandson'],1
['family gathering'],1
['pioneer village'],1
['life changing'],1
['spiritual journey'],1
['mullet'],1
['channel surfing'],1
['omaha'],1
['famous'],1
['sibling rivalry'],1
['mailbox'],1
['determination'],1
['reference to sprite'],1
['segregation'],1
['inept assistant'],1
['dead animal'],1
['civil registry office'],1
['credit'],1
['villa'],1
['monaco'],1
['crane the bird'],1
['hoover dam'],1
['underage soldier'],1
['admiration'],1
['swimsuit'],1
['mountain lake'],1
['mysterious woman'],1
['gum'],1
['opium'],1
['betrayal by friend'],1
['friendship bracelet'],1
['minidisc'],1
['puerto rico'],1
['goat'],1
['space carrier'],1
['new world'],1
['musical number'],1
['household'],1
['yard sale'],1
['music tour'],1
['child driving a car'],1
['belching'],1
['mine car'],1
['thuggee'],1
['compton california'],1
['los angeles riots'],1
['intimidation by police'],1
['reference to rodney king'],1
['police harassment'],1
['microfilm'],1
['genie'],1
['murder of a police officer'],1
['truck stop'],1
['dead'],1
['body possession'],1
['filmdreh'],1
['girl scouts'],1
['winery'],1
['swimwear'],1
['diver'],1
['legal'],1
['visual effect'],1
['hemophagia'],1
['one woman army'],1
['escape artist'],1
['appeal'],1
['county jail'],1
['englishwoman'],1
['frustration'],1
['disappointment'],1
['death of parent'],1
['harrassment'],1
['james brown'],1
['modesty'],1
['professional reputation'],1
['prescription medication'],1
['rag doll'],1
['end of world'],1
['probation assistant '],1
['back to school'],1
['stamina'],1
['antigen'],1
['strength'],1
['biological warfare'],1
['landmark'],1
['sexual freedom'],1
['forklift'],1
['town meeting'],1
['barbershop'],1
['pick up'],1
['floppy disk'],1
['chain gang'],1
['replacement'],1
['conscientious objector'],1
['exploding bus'],1
"[""new year's day""]",1
['molotow cocktail'],1
['light sensitivity'],1
['gravity'],1
['rooftop fight'],1
['lab technician'],1
['plano texas'],1
['airline pilot'],1
['grand canyon'],1
['queen victoria'],1
['suspicious death'],1
['sin eater'],1
['fundraiser'],1
['freighter'],1
['parking garage'],1
['stich'],1
['british monarchy'],1
['prince albert'],1
['fab four'],1
['trashed house'],1
['changeling'],1
['fortress'],1
['land developer'],1
['wimbledon'],1
['tennis player'],1
['jewel robbery'],1
['professional thief'],1
['imperialism'],1
['wall safe'],1
['aerial shot'],1
['altering history'],1
['guerrilla warfare'],1
['art student'],1
['conquest'],1
['transience'],1
['business trip'],1
['erased memory'],1
['bank vault'],1
['bush whacker'],1
['exile'],1
['cannes'],1
['military dress uniform'],1
['lowrider'],1
['youth gang'],1
['east l.a.'],1
['winegrower'],1
['wine cellar'],1
['chinese food'],1
['tightrope'],1
['flare'],1
['prisoner on the run'],1
['bike messenger'],1
['cyclist'],1
['parent-child bond'],1
['ghetto riot'],1
['little league'],1
['imposture'],1
['liaison'],1
['loyal'],1
['motherhood'],1
['rich vs poor'],1
['cops and robbers\xa0'],1
['power of goodness'],1
['race against the clock'],1
['playing cards'],1
['shaving cream'],1
['marriage counselor'],1
['wooden boats'],1
['internet dating'],1
['computer dating'],1
['homerun'],1
['paperboy'],1
['warsaw ghetto'],1
['polish resistance'],1
['blessed hope'],1
['wise men'],1
['bicycle courier'],1
['radioactive'],1
['medical drama'],1
['nfl'],1
['sports injury'],1
['brain damage'],1
['concussion'],1
['elf'],1
['bus hijacking'],1
['ex military'],1
['tv duel'],1
['newspaper clipping'],1
['estranged wife'],1
['fbi director'],1
['sexchat'],1
['wax'],1
['wax museum'],1
['bull riding'],1
['penalty kick'],1
['code red'],1
['baseball stadium'],1
['hotel lobby'],1
['weightlessness'],1
['marcus square'],1
['substance abuse'],1
['relapse'],1
['flying upside down'],1
['national transportation safety board'],1
['perjury'],1
['jesus freak'],1
['movies'],1
['denial'],1
['syphillis'],1
['wedding night'],1
['coffee plantation'],1
['private life'],1
['long distance relationship'],1
['napalm'],1
['green beret'],1
['renaissance painting'],1
['childhood'],1
['ferris wheel'],1
['straw hat'],1
['aurora borealis'],1
['amateur radio'],1
['phenomenon'],1
['spider general'],1
['arachnophobia'],1
['invasive species'],1
['spider queen'],1
['creature feature'],1
['exterminator'],1
['hires root beer'],1
['jack of spades'],1
['wind chime'],1
['floating on inner tube'],1
['culvert'],1
['bronko nagurski'],1
['low men'],1
['library card'],1
['black market'],1
['acting'],1
['military base'],1
['dance instructor'],1
['computer games'],1
['newcastle united'],1
['state of emergency'],1
['witness to a crime'],1
['snake attack'],1
['first class'],1
['dance company'],1
['nike'],1
['flash mob'],1
['furry'],1
['failed business'],1
['unlikely heroes'],1
['超级妈妈'],1
['big爆任务'],1
['卧底肥妈'],1
['绝地奶霸'],1
['platoon leader'],1
['court martial'],1
['broken trachea'],1
['jabba the hutt'],1
['ewoks'],1
['female prisoner'],1
['building'],1
['ambulance man'],1
['divorce lawyer'],1
['prairie'],1
['cartographer'],1
['helicopter pilot'],1
['birth mother'],1
['clergyman'],1
['out of control'],1
['missing woman'],1
['materialism'],1
['ringer'],1
['ordensbruder'],1
['psionic power'],1
['nude protest'],1
['teenage sex'],1
['law student'],1
['postal worker'],1
